Class Index,Class Name,Question Title,Question Content
0,Health,Is there a home remedy to make a drawing salve for infections?,I had a lump/bump on my neck that started draining and is now infected.  We used to have Watkins Drawing Salve to pull the infection out..is there something from the home that can be used.
0,Health,Anybody know how big the average penis measures?,"This is a very valid question, in need of valid answers, so don't block this one."
3,Science & Mathematics,kilowatt to horsepower(conversion)?,How to convert kilowatt to horsepower?
2,Entertainment & Music,How many people have seen Jaws and how many times?,"Has Anyone else seen Jaws as many times as I have. I have seen it over 200 times, and still counting. I think it is one of the greatest films made. How many films have scared the crap out of people as much as Jaws did. Not too many!!! Robert Shaw is awesome in the film."
1,Sports,who will win the superbowl?,seahawks or stealers?
2,Entertainment & Music,Does anyone watch law and order SVU?,what is ur fave show
2,Entertainment & Music,Beethoven or Mozart?,"Mozart was a child prodigy, Beethoven was not.\nMozart composed 41 symphonies, Beethoven only 9.\nMozart expired at age 35, Beethoven at 57.\nThen why is Beethoven more revered than Mozart?"
3,Science & Mathematics,dehydroepiandrosterone?,What does dehydroepiandrosterone treat
0,Health,what chemicals is Prozac made of?,I mean the generic name of the drug Prozac?
3,Science & Mathematics,state the principles of electronic configuration?,i need the 3 principles of electronic configuration under chemistry
0,Health,"facinated with men's underwear, am I the only guy turned on by underwear?","Don't get me wrong, I don't want to see other men in briefs, I just get aroused wearing new underwear. I enjoy shopping for it. Love receiving it as gifts from my wife. I just really get turned on with underwear. Am I alone?"
3,Science & Mathematics,In homolytic fission a covalent bond breaks and each atom gets an electron from the bonded pair?,"then why are the free radicals thus formed neutral, shouldnt they have +ve charge(still deffiecent of one electron)"
2,Entertainment & Music,30 second mystery...?,"A boy walks into a room alone and is taken to a seat by an older woman who is a stranger to the boy. He is strapped in and told he will not be able to communicate with his family for some time. He cries and begs to go, but is told be quiet and sit still. Hours later the boy is freed and is told to leave the room. He doubts that he will ever see the older woman again.\n\nThe Mystery\nWhere is the boy and who is the woman???\n\nClue: IMHO, the word ""room"" is loosely used..."
1,Sports,Why keep alternate possession?,"I'm with Dickie V in saying that alternate possession is one of the stupidest rules in basketball, but I've never heard anyone try to defend it. So, somebody give me a good reason or reasons to keep alternate possession as opposed to jumping the ball on a tie up."
0,Health,I need a nursing home that takes obese patients and also has rehab located in the southeast area Ga Tn or Al?,"My mother weighs 500lbs, and need a nursing home with physical therapy, and the equipment to do physical therapy.  the hospital is just trying to throw her in the first dump they can find."
0,Health,I forgot the name of the glasses place that offers 2 for $69 in Oregon. Do you Know?,"It was on the local TV channel, something like half off or something, not the binyons ad."
2,Entertainment & Music,Do you think I have potential to be famous one day?,"I know in my heart I'm destined to be a star, you all will hear about Stinky The Great! My looks and intelligence will get me anything and everything I want!"
3,Science & Mathematics,how is an eukaryotic cell and a prokaryotic cell diffenent?,"Also, how is a plant eukaryotic cell and an animal eukaryotic cell different from each other?\n\nThanks"
2,Entertainment & Music,Wahat is Eminem's address?,If you know please tell me b/c I really want to write him!!!!! He is so hot!!
0,Health,"When I get an erection my penis curves down, why does it do this and how to fix it.?","Any docters opinions would be cool, but I'm 16 and a virgin because I'm a little embaresed by it. You all got to help me, Would a girl find it alright."
1,Sports,do you like the astros? couse i love them and i love andy pettitte!?,i love andy pettitte
1,Sports,"UEFA Champions League, wich team will rise the cup this year?",I already have my favorite... Juventus
2,Entertainment & Music,One more from me?,"Okay, imagine that you are in a box. There are no holes and the box is huge and metal. how do you get out?"
1,Sports,i have no clue what to ask?,i am 16
3,Science & Mathematics,How does a fuse blow?,Hey yall. I am having so much trouble with this test review guide and i have a text tomorrow . It is 7:29 PM central time and i am @ the library because my comp. crashed can someone please answer my question........oh yeah i have alot of others two. \n\nTHX
3,Science & Mathematics,how many shapes are there in sacred geomtery?,"Sacred Geometry is pure universal truth springing directly from God's Mind. Worlds turn in Sacred Geometry, and the galaxies spin because of it."
0,Health,what  is the symptoms of hiv-aids?and how can you detect or know that you are an aids victim?,and where does aid come from and how it transfer from one another?
2,Entertainment & Music,When are the grammy awards on?,I love to watch the grammy awards but I have no clue when the are on or what channel
1,Sports,Does anyone know what the new men's USA soccer jersey looks like?,It's supposed to come out next month I think.
1,Sports,What is the optimal weight and height for a runner and why?,"at a distance of about three miles, i'm wondering if height and weight (obviously not to large) has a distinct relation to speed and finish time.  And though there probably is a relation, i'm wondering if there is a clear advantage to a certain height and weight."
0,Health,Im going for a drugs test by urine specimen and I took xanax and ambien will it show in the result?,my employee will screen us for drugs and I took xanax 24 hrs. ago I took ambien for sleeping and ativan 1mg.2 days ago will it show if they test me for urine drug test?
1,Sports,is there any point in football?,"I don't know how to play, and i would like to know how, and know the purpose."
0,Health,"Can I get disability for chronic hep c? After treatment, Will the illness ever go away? Yeah, I know that's 2","treatment is tough, and not very pleasant.."
0,Health,Thoughts on Whey Protein?,I have read some about this and want to know what others think about Whey Protein.\n\nhttp://www.kahmer.com
3,Science & Mathematics,do clouds freeze?,"if clouds are like water, why don't they?  and if they do, why don't they like fall and shatter."
3,Science & Mathematics,I hate algebra I just can't do it!!! Got any pointers?,Algebra help
0,Health,Can I use a miconazole cream for yeast infections while wearing the NuvaRing?,"I use the NuvaRing for birth control. I have a yeast infection. The miconazole cream says ""this drug should not be used with other vaginal products"", but don't specify anything like the ring - only condoms and diaphrams.\n\nI can't use diflucan/fluconazole for this yeast infection, so please don't suggest it.\n\nI can't take the NuvaRing out for long enough to use the cream, so please don't suggest it."
3,Science & Mathematics,what does light speed?,light speed
2,Entertainment & Music,This is an OLD song...can you guess it without using an internet source?,The sun goes down..in Calvin County\nNeon lights from an old beer sign\nJump through the window\nout on the sidewalk..\nas i walked in to pass the time.
