Category,label,Description
Household,3,"Invezo Impression Portable Gazebo/Canopy Tent (3 x 6 m, 30 kgs, Red) This is a 10 x 20 Gazebo tent. No tool Required for installation. Installation manual provided inside the packaging. Please be to contact for better understanding of the the Product. This product is manufactured by Adapt Affairs and marketed by Invezo Impression."
Household,3,Havells Glitz 400mm Pedestal Fan (Antique Brass) High Gloss Antique Brass Electroplated finish.Powerful motor combined with classic aluminium blades for high air thrust.Telescopic height adjustment and sturdy metal base for better stability.
Electronics,2,"Lambent Wireless Bluetooth Receiver Adapter 3.5MM AUX Audio Stereo Colour:Car Recever   3. 5MM Jack - Listen to wireless music from your mobile phone, tablets, PC and Apple devices - Wireless Bluetooth Connectivity - Easy Paring - Support Bluetooth V. 3 Class 2 - Charge device while listening to music via USB port and car kit requires a 3. 5"
Household,3,AmazonBasics 6-Piece Dinner Plate Set An Amazon Brand.
Books,0,"यू जी सी – नेट जूनियर रिसर्च फैलोशिप एवं सहायक प्रोफेसर योग्यता परीक्षा सामान्य पेपर- 1, 15 वर्षो के प्रश्न पत्र (हल सहित) पुस्तक के विषय में - यह पुस्तक छात्रों के लिए प्रकाशित की गई है जो यू जी सी -- नेट के सामान्य पेपर 1 की तैयारी कर रहे है . परीक्षाथी को किसी भी विषय के पेपर 2 में बैठे के लिए सामान्य पेपर 1 में उत्तीर्ण होना अनिवार्या है! पुस्तक में केवल 15 वर्षो के प्रश्न पत्र हल सहित दिए गए हैं! सभी हल UGC परीक्षा के विशेषज्ञों द्वारा एक सरल और स्पष्ट तरीके से तयार किये गये हैं!"
Household,3,"BMS Lifestyle 450MM 5 Blade Pedestal Fan (White) BMS Lifestyle Pedestal Fan is a distinctively designed fan that delivers a power packed performance. It is made up of high quality materials that make it very durable. BMS Lifestyle Pedestal Fan features a powerful energy efficient motor, telescopic height adjustment, smooth oscilation and three-speed control Cool air stays at a lower level of a room. These portable floor fans throw the cool air horizontally, thus circulating it to provide instant relief and comfort without disturbing the hot air accumulated at the ceiling."
Electronics,2,"MikroTik Wireless Access Point RB951Ui-2HnD mikrotik rb951g-2hnd routerboard 951g-2hnd wireless access point 600mhz cpu, 128mb ram, 5 x 10/100/1000 lan, built-in 2.4ghz 802b/g/n 2x2 two chain wireless with integrated antennas, plastic case, psu, routeros l4."
Electronics,2,"Alfa AWUS036ACH 300 Mbps Wireless USB 3.0 Wi-Fi Adapter (Black) Enjoy the latest generation wireless technology with your personal computer. THis device enables faster speed, farther signal coverage, and most stable, backward compliant wireless communications."
Electronics,2,"Verbatim 700 MB 2x-4x DataLifePlus Silver Inkjet Printable Rewritable Disc CD-RW, 50-Disc Spindle 95159 CD RW 700MB 2X 4X 50pk Spindle"
Clothing & Accessories,1,NGT Women's/Girls Hi Waist/Strechable/Skinny/Slim Fit Jeans
Electronics,2,"Lapcare Adapter for HP 18.5v 3.5A 65W Yellow Pin A laptop adapter is crucial for the smooth use of the device, as it enables you to charge your laptop batteries with ease. Each brand and model has a specific laptop power adapter that is compatible with it. Thus it is important to know your laptop model well before you purchase a replacement adapter for it. Proper voltage, watts and amperage of your laptop model are some essentials that you need to keep in mind."
Books,0,Marketing Aptitude for Bank Clerk/ PO/ Specialist Officer Exam 
Books,0,"Msc Nursing Entrance Exam Guide (Useful For Aiims, Rak, Jamia Hamdard,Post Basic Bsc Nursing) (Old Edition) Msc Nursing Entrance Exam Guide (Useful For Aiims, Rak, Jamia Hamdard,Post Basic Bsc Nursing) BYNarwal Abha, 9789386107053"
Clothing & Accessories,1,"Sorella'z Boys Satin Black, Navy Blue, Red & Maroon Bowtie Combo House of Sorella’z presents affordable fashion accessories combo for Boys. It can be used on different occasion as well as a good option as a gift for friends. Bowtie has a adjustable strap which fits most necks boys from 3 to 10 year old. Best quality Satin material is used to stitch these bowties."
Electronics,2,Sandisk 32GB MicroSDHC Class 4 Memory Card & MicroSDHC Card Reader (Bulk) sandisk 32gb class 4 microsdhc card with sd adapter and micro usb flash card reader / writer r13. brand new in bulk packaging.32gb microsdhc memory card.class 4 - 4mb/s read/write speed.transflash memory and usb memory card reader.
Books,0,National Insurance Company Limited Administrative Officers Exam Books 2018 Buy Now Complete Study Material of ( National Insurance Company Limited ) Administrative Officers Exam Books 2017 Books at Sura Books. Contents ❀ NICL AO ❀ Qualification & Scheme of Exam ❀ NICL ASSISTANTS - Preliminary ❀ Model Solved Question Paper ✓ English Language(BC) ✓ Reasoning Ability ✓ Numerical Ability(Quantitative Aptitude)
Electronics,2,"Sony MP-CD1 Compact Pocket Size Mobile Projector (Black) Super-convenient portability & Compact and light weight premium aluminum design as Put on a show anywhere, anytime. 105 ANSI lumens/DLPR IntellibrightTM technology designed to intelligently manage image brightness & Power consumption. Short Throw- Display your content on a screen, up to 120” at a 11-foot throw distance"
Household,3,"Bluewud Noel CT-No-RTW Coffee Table with Shelves (Wenge) Color:Wenge   Bluewud designs, manufactures and markets range of innovative and contemporary furniture and home decor products. Our designs complement and connect with our consumers' lifestyle, imagination and aspirations. Our manufacturing facility in India is located in Noida, Delhi NCR which is completely equipped with state of the art machinery."
Clothing & Accessories,1,"Jainsons Women Synthetic Leather Casual Belt Combo of 3 pcs Passionately selected and quality certified, this Jainsons belt is brought to you from the trendy collection. This high quality colored casual belt is crafted from Synthetic Leather. Your casual attire will look appealing when worn with this piece. Have a peace of mind, reliability, security of buying value for money goods from the store of Jainsons, a national reputed brand you can trust."
Books,0,Bank PO Quantitative Aptitude Chapterwise Solved Papers 1999 Till Date 7500+ Objective Question - 2297 
Clothing & Accessories,1,Fourgee Women's Skinny fit Jeans FOURGEE as a brand which brings you quality and affordability. We take pride in our commitment to maintain quality standards in each piece that is marketed by us. Every FOURGEE piece embodies the perfect balance between aesthetics and functionality.
Electronics,2,"Authentic Antenna - GSM FCT Antenna - Stick Antenna Antenna for GSM FCT devices - Stick Antenna GSM FCT Antenna GSM FCT (fix cellular terminal) device is used for voice call service by GSM SIM network, Antenna is essential part of GSM FCT device, Stick antenna is used to fetch network from tower to device This antenna is supported to GSM FCT of micormax, pacetel, authentic etc... and other GSM Module"
Electronics,2,"Little Monkey Rectangular Shape Multipurpose Organizer Plastic Tray, Big Size, Multicolour -Pack of 6 Little Monkey Rectangular Shape Multipurpose Organizer Plastic Tray, Big Size, Multicolour - Pack of 6."
Clothing & Accessories,1,Campus Sutra Women's Cotton Open-Shoulder Top Add a fresh and vibrant touch to your casual wardrobe with this Top from Campus Sutra. Team it with a pair of black jeans and flip-flops or shoe for a cool look.
Electronics,2,"D-Link 4-Port USB KVM Switch (DKVM-4U) the d-link 4-port usb kvm switch (dkvm-4u) allows you to control up to 4 pcs using one monitor, usb keyboard and usb mouse. it is ideal for anyone who has to work with more than one computer to eliminate the need for additional monitors, keyboards and mice, saving the money and freeing up the desktop space."
Electronics,2,"Gizga Essentials GZ-CK-104 Professional 6-in-1 Cleaning Kit (Air Blower, Cotton Swabs, Suede + Plush Micro-Fiber Cloth, Brush,Cleaning Solution) Size name:6-In-1 Cleaning Kit   6-in-1 cleaning kit, the 6-piece cleaning contains the essential items necessary for the proper maintenance and care of your optical equipment. It easily cleans dirt and dust. Effectively removes smudges and fingerprints from lenses, LCD and other optics."
Books,0,Grandma Tales Collections for kids by InIkao: Set of 7 Traditional Tales collections Set of 7 Story Books for kids. A4 Size 24 Page Story Book with a total of 75 + Stories for kids. Each Book contains single page stories with simple english and colourful images for respective stories.
Clothing & Accessories,1,Yjack Creation Girl's Banglory Silk Semi-Stitched Lehenga Choli (Kids_8-12 Years Age_Free Size)
Books,0,ESE 2019 Prelims Exam: Civil Engineering - Topicwise Objective Solved Paper - Vol. I 
Books,0,"CCNA Routing and Switching Complete Study Guide, 2ed: Exam 100-105, Exam 200-105, Exam 200-125 About the Author Todd Lammle , Cisco certified in almost every category, is the authority on Cisco networking and certification. His three decades of real-world experience is prevalent in his writing. He is an experienced networking engineer with very practical experience working on the largest bounded and unbounded networks in the world at such companies as Xerox, Hughes Aircraft, Texaco, AAA, Cisco and Toshiba, among many others."
Electronics,2,"Its Good Products Lapboard For Laptops Till Screen Size 16 Inches (Black & Yellow) Colour:Yellow   LapBoard, is an ergonomically designed multi-utility support that makes using laptop, books, hot bowl of soup, etc. easy to you without the restrictions of a table and chair. With a sturdy and firm top surface coupled with soft bead based cushion, LAPBOARD is perfectly stable on your lap whether you are comfortable on a bean bag, on your couch, your car or the chair!"
Electronics,2,"ANDTRONICS 16A 250v Heavy Duty Copper Power Cord - Indian Power Plug to IEC Socket Description Full Copper, heavy duty cable 16A 250v Indian Power Plug to IEC Socket Fully molded design for maximum durability and long life Ideal for Desktops, Printers, Monitors, Kettles, Large Print Machines, Workcenters, Imaging Machines & other gadgets with IEC socket Color:Black Package Includes 1 x 16A Power Power Cord Warranty 3 Months Warranty only when purchased from SuperShopperIndia"
