Category,label,Description
Books,0,"How To Win Friends And Influence People About the Author Dale Carnegie (1888-1955) described himself as a ""simple country boy"" from Missouri but was also a pioneer of the self-improvement genre. Since the 1936 publication of his first book, How to Win Friends and Influence People, he has touched millions of readers and his classic works continue to impact lives to this day."
Household,3,"GOCART WITH G LOGO 18 Inches Super Strong Folding Step Stool for Adults and Kids, Kitchen Stepping Stools, Garden Step Stool Kitchen Stool (Brown) 100% brand new and high quality. Light plastic material, Compact, practical and durable Foldable and portable, easy to carry, you can take it wherever you are A necessity for fishing, traveling, and other outdoor activities Specifications: Type: foldable Stool Material: Plastic Color: Random Size: 16X10X8inch Weight: about 450g Package Included: 1 x foldable Stool"
Books,0,"RRB JE Solved Paper and Practice Set About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors,."
Electronics,2,"HP 15 Core i5 8th gen 15.6-inch FHD Laptop (8GB/1TB HDD/DOS/Sparkling Black /2.04 kg), 15q-ds0009TU Size name:Free Dos   Designed for long-lasting performance, this stylishly designed HP 15"" laptop has a long-lasting battery that keeps you connected, entertained, and productive all day. Speed through tasks, or sit back and socialize – with the latest processors and a rich HD display. Do it all, all day."
Clothing & Accessories,1,Allen Solly Junior Boys' Checkered Regular Fit Shirt Allen solly junior Boys Casual shirt This product is made of the most comfortable & quality fabric
Clothing & Accessories,1,"Marvel Avengers Round Neck Black Polyester T-Shirt for Boys DMA0047 If you’ve got an Avengers obsessed little hero we have the perfect treat. Ranging from Iron Man T-Shirts that’ll make ‘em look cooler than Tony Stark, to Captain America to feel strong enough to withstand even Hulk’s Smash, our cool graphic prints will make them want to get out of their school clothes and ready to save the world in no time. Kids, the next time you need to lift Thor’s Hammer, fight Hydra, or come face to face with the Punisher, make sure you look the part with our cool Superhero T-Shirts."
Clothing & Accessories,1,"1stbabystore Products Presents New Born Infant Baby Kids Inner Wear brief Unisex Printed Cotton Baby panty 100% Cotton Housiry With Cartoon Print Brief Cotton Vest Top Underpants Cool Soft & Cozy infant Baby Girl's & Boy's Panties,bloomer,boxers,innerwear,Drawer,nikker,underwear Pack of 6 pcs 1stbabystore baby boy girl infant drawer panty brief boxer bloomer"
Household,3,"Cello Orchid Center Table (Sandalwood Brown) Color:Sandalwood Brown   Cello furniture brings convenience and style to your interiors. Elegant and functional furniture, this centre table is well crafted and designed."
Clothing & Accessories,1,ADYK Cotton Navy Blue Princess Printed Hooded Sweatshirt for Girls Navy bluee hooded princess sweatshirt
Household,3,Santosha Decor Indian Sheesham Wood Walnut Brown Finishing Set of 3 Nesting Table
Clothing & Accessories,1,Littly Unisex Cotton Pyjama Bottom (Pack of 5) Littly presents soft and comfortable baby pyjamas for your little ones. These are made from 100% cotton and are gentle for your baby's skin. Good quality elastic is used for comfort of baby. Cute print and soothing colour gives it a stylish and casual look. These are easy to fold and carry. Note: Actual product may slightly vary in terms of colour /design and will be shipped based on availability.
Household,3,"FurnitureKraft Clayton 3-1-1 Sofa Set with Mattress (Glossy Finish, Brown) Sturdy in design and with a classic appeal, this sofa set 3-1-1 with mattress. Designed for everyone from family homes to college students and bachelors living in rented apartments. Its glossy finish gives it a sleek look. With its elegant design and glossy finish, this bed will beautifully complement any kind of decor theme you have in your bedroom. It is suitable in living room."
Clothing & Accessories,1,"Me Stores Men's Solid Socks Loafer Socks No Show Socks (Pack Of 6 Pair) Material: cotton, spandex 80% cotton 20% spandex men socks loafer socks anti ankle skit silicon support soft fabric finish"
Clothing & Accessories,1,"Miss U Boys Wear Soft Applique Denim Dungaree This dungaree set from the house of S Online is made of Denim material and comes in Blue color. It features regular fit, round neck and half sleeve. It is recommended to wash the clothes separately in cold water. If you want you child to look great and also want a unique comfortable dress then your search ends here."
Household,3,Singer Aerostar Solo 390 RPM Ceiling Fan (Ivory) Color Name:Ivory   Singer India: The leading manufacturer of world class home appliances presents Singer Aerostar Solo ceiling fan. The elegant design of the fan and power-packed performance of the motor complement each other. Singer Aerostar Solo ceiling fan is packed in a compact package to save space and result in efficient transportation.
Electronics,2,Silicon Power 8GB Memory Module For Laptops 2400Mhz DDR4 CL17 (SP008GBSFU240B02) Highly compatible with different models of computers and motherboards using AMD and Intel platforms
Electronics,2,AmazonBasics USB 3.1 Type-C to 4 Port USB Hub - Black
Books,0,"Let's Colour Copy Colouring Pack: Set of 8 books (Transport, Professions, Pets, Fish, Insects, Robots, Mandalas and Sports) About the Author Wonder House has a dedicated team of editors and designers involved in the development of magnificent and enriching children books. The team pays special attention to develop age appropriate content and does extensive research on every topic included in the book. Our mission is to develop highly informative content which will help the children to master different skills. At Wonder House, we strive to make learning a joy."
Electronics,2,ASUS Cerberus GeForce GTX 1050 Ti 4GB OC Edition GDDR5 Gaming Graphics Card (Cerberus-GTX1050Ti-O4G) Size name:GTX 1050 TI                                                                                 |                            Style name:CERBERUS GTX 1050 Ti 4GB OC   ASUS Cerberus GeForce GTX 1050 Ti OC Edition 4GB GDDR5 with rigorous testing for enhanced reliability and performance.
Electronics,2,Verbatim Mitsubishi 25GB 2x Speed BD-RE Blu-ray Re-Writable Disk 5 Pack - Ink-jet printable - Each disk in a jewel case 
Household,3,MBTC Estrella Office Executive Director Desk Chair in Black ❖BONDED LEATHER OFFICE CHAIR: This executive chair upholstered in bonded leather which provide ultimate comfort sitting experience. The high back design gives you maximum lumbar support for comfort and convenience. The chair has soft padding and waterfall seat edge for less pressure on the back of your legs so you can stay comfortable even when you have to sit down for hours
Electronics,2,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus) Fits upto 15 inch. Side mesh pocket for water bottle. Padded back system for carrying comfort. Webbing haul loop. Internal organizer.
Books,0,New Simplified Physics: A Reference Book for Class 11 for 2019 Examination (Set of 2 Volumes) 
Books,0,Ancient India 
Electronics,2,Asus COMPUTER INTL PH-GTX1050TI-4G PCIe Graphics Card Size name:GTX 1050 TI                                                                                 |                            Style name:PHOENIX GTX 1050 Ti 4GB (Single fan)   The graphic card with a 4GB RAM size is sure to take your gaming experience to a whole new level.
Household,3,Royaloak Sydney Coffee Table (Walnut) This coffee table from Royal Oak has a sleek look and elegant design that easily complements a variety of sofa sets. It can be used to create a cosy corner on your porch with a couple of garden chairs or as a centre table in the living room.
Household,3,"Asian Hobby Crafts Flower Making Floral Tape, White (12mm, 2 Pieces) Colour:White   Asian Hobby Crafts floral tape is an ultimate accessory for completing your floral arrangement. This paper made tape gives an elegant and beautiful texture to your bouquet of flowers. The paper base is impregnated with a special type of wax which provides a strong hold to any surface it is wrapped around. It can also be used for various types of decorations. Fine texture and smooth finish makes it the perfect utility to provide a natural finish to your floral arrangement."
Electronics,2,"TP-Link TL-SF1005D 5-Port 10/100Mbps Desktop Switch (White/Grey) Style name:5-Port   TL-SF1005D 5-port 10/100Mbps Fast Ethernet Switch provides 5 10/100Mbps Auto-Negotiation RJ45 ports. All ports support Auto MDI/MDIX function, eliminating the need for crossover cables or Uplink ports."
Clothing & Accessories,1,"Mothercare Baby Boys' Sleepsuit (Pack of 3) These gorgeous pack of 3 sleepsuits have been designed in a soft and cosy cotton for a comfortable night's sleep, The poppers are nickel-free to prevent irritation on your baby's delicate skin. The feet are enclosed for warmth and they have our toe safe design which prevents threads wrapping around tiny toes."
Electronics,2,Cables Kart Computer / Printer / Desktop / Pc / Smps Power Cable Cord Black / Pc Cable (1.5 Meter) Size name:1.5 Meter    Brand : Cables Kart  Color :Black   Product Description   High Quality Fully Moulded 3 pin India 13 amp plug to IEC socket.  This is used for powering a monitor or PC and a whole host of other PC Equipment like printer. The plug comes fully tested and is supplied with a fitted 5 amp fuse. This plug is ROHS compliant ensuring the highest material standards in India 10 m long black color .   Warranty    2 Year Warranty with Cables Kart
Electronics,2,"HP F6V97AA USB External DVD-RW Drive The HP USB external DVD drive is compact, sleek and fast. Enjoy the convenience of portable storage that is Windows compatible with USB connectivity and double-layer recording."
Household,3,"Urban Ladder Piver FNODSW85BL30013 Metal Swing Chair (Teal) Suspend all stress. Long day? Worried about all things big and small? Don't worry. The weather-proof piver, with its slatted back and comfortable cushion, is just what you need. So turn off your phone, turn up the music and let the swing do its thing. Frame made of aluminum with powder coating, seat and back made of round rattan. Materials used are water resistant, making it ideal for outdoor use. Safety guidelines: The chair is designed for gentle swaying. For your safety, we do not recommend movement beyond the base circumference."
Books,0,"281 and Beyond About the Author VVS LAXMAN is a former Indian cricketer and currently a cricket commentator and mentor to the IPL team Sunrisers Hyderabad. He received the Arjuna Award in 2002, the Padma Shri in 2011 and was named one of Wisden’s five Cricketers of the Year in 2002. He lives in Hyderabad with his family.R KAUSHIK has been a cricket writer for over a quarter of a century. Since starting his career with Newstime in Hyderabad, he has worked with Deccan Herald and Wisden India, and has reported on more than 100 Test matches. His association with VVS Laxman dates back to 1990."
Household,3,"Electric Portable Mini Dehumidifier for Damp, Mould, Moisture in Home, Kitchen, Bedroom, Office, Bathroom 250ml/Day Extraction Capacity *** Promotional Price ***"
